duplication_type	pair_age	gene1	gene2	Ks
TD	young	Pbre1_07G047600	Pbre1_07G047800	0.103511
TRD	old	Pbre1_02G081800	Pbre1_15G331200	0.140325
TRD	old	Pbre1_01G412400	Pbre1_08G046600	0.348989
PD	old	Pbre1_16G319400	Pbre1_16G319800	0.275742
PD	old	Pbre1_01G200400	Pbre1_01G199200	0.0633951
TD	old	Pbre1_05G492200	Pbre1_05G492400	0.332746
PD	young	Pbre1_05G288400	Pbre1_05G288800	0.0133565
TD	old	Pbre1_01G409600	Pbre1_01G409800	0.181301
PD	old	Pbre1_17G214800	Pbre1_17G215600	0.206857
TRD	young	Pbre1_09G100400	Pbre1_05G457200	0.0517746
TD	young	Pbre1_12G275600	Pbre1_12G275800	0.0811811
TRD	old	Pbre1_02G330200	Pbre1_15G646400	0.276501
TD	young	Pbre1_15G310200	Pbre1_15G310400	0.0408307
PD	young	Pbre1_06G346600	Pbre1_06G347400	0.108562
TRD	old	Pbre1_10G451400	Pbre1_05G478200	0.168771
TD	old	Pbre1_07G344400	Pbre1_07G344600	0.248326
PD	young	Pbre1_17G210200	Pbre1_17G210800	0.0254374
TD	young	Pbre1_11G029000	Pbre1_11G029200	0.0653658
PD	old	Pbre1_02G418000	Pbre1_02G418400	0.234122
PD	old	Pbre1_08G377000	Pbre1_08G377400	0.204613
TD	young	Pbre1_08G312800	Pbre1_08G313000	0.102027
PD	young	Pbre1_10G264000	Pbre1_10G265400	0.0730896
TRD	old	Pbre1_13G374600	Pbre1_15G065400	0.465931
TD	young	Pbre1_05G575400	Pbre1_05G575600	0.0192251
PD	young	Pbre1_05G133200	Pbre1_05G134400	0.0397252
PD	old	Pbre1_03G164800	Pbre1_03G165200	0.0930768
TD	young	Pbre1_03G460600	Pbre1_03G460800	0.0440342
TD	young	Pbre1_11G440800	Pbre1_11G441000	0.0394306
TRD	young	Pbre1_15G634400	Pbre1_02G273200	0.0567638
TRD	young	Pbre1_17G196800	Pbre1_14G272800	0.0940671
TRD	old	Pbre1_03G252400	Pbre1_11G275400	0.174737
TRD	old	Pbre1_05G338800	Pbre1_10G322400	0.405629
PD	old	Pbre1_04G198600	Pbre1_04G199800	0.46484
PD	young	Pbre1_09G041600	Pbre1_09G042400	0.11151
TRD	old	Pbre1_02G373200	Pbre1_14G221800	0.167369
PD	old	Pbre1_15G556800	Pbre1_15G557200	0.219961
TRD	old	Pbre1_14G384400	Pbre1_06G345600	0.163345
TRD	old	Pbre1_14G190000	Pbre1_06G148200	0.151285
TRD	old	Pbre1_06G131200	Pbre1_04G115800	0.186539
TD	old	Pbre1_09G068800	Pbre1_09G069000	0.166502
TD	old	Pbre1_07G412200	Pbre1_07G412400	0.311104
TRD	old	Pbre1_08G233000	Pbre1_08G213400	0.157276
TRD	old	Pbre1_01G205600	Pbre1_12G286400	0.324129
TD	young	Pbre1_04G348000	Pbre1_04G348200	0.0564204
TD	old	Pbre1_10G209600	Pbre1_10G209800	0.13033
TRD	young	Pbre1_02G449000	Pbre1_04G133200	0.00205524
TRD	old	Pbre1_04G345800	Pbre1_04G357600	0.206506
TD	old	Pbre1_03G336000	Pbre1_03G336200	0.44778
PD	young	Pbre1_02G468600	Pbre1_02G469000	0.0650653
PD	old	Pbre1_15G209800	Pbre1_15G210200	0.196361
TRD	old	Pbre1_17G414600	Pbre1_05G475000	0.402096
TRD	old	Pbre1_12G167000	Pbre1_10G514200	0.279559
TD	old	Pbre1_12G187600	Pbre1_12G187800	0.336189
TD	old	Pbre1_14G093200	Pbre1_14G093400	0.275509
TD	old	Pbre1_11G120400	Pbre1_11G120600	0.158469
TD	young	Pbre1_03G025600	Pbre1_03G025800	0.0924656
TRD	old	Pbre1_01G366000	Pbre1_07G439800	0.241422
TRD	old	Pbre1_10G282400	Pbre1_07G403000	0.256099
TD	old	Pbre1_09G211000	Pbre1_09G211200	0.129708
TRD	old	Pbre1_04G184000	Pbre1_12G219200	0.135648
PD	old	Pbre1_02G122000	Pbre1_02G122800	0.183883
PD	old	Pbre1_13G336800	Pbre1_13G337200	0.210217
TRD	young	Pbre1_12G159400	Pbre1_03G272000	0.0421987
TD	young	Pbre1_15G202600	Pbre1_15G202800	0.0926651
TD	old	Pbre1_09G097600	Pbre1_09G097800	0.416444
TD	old	Pbre1_07G068400	Pbre1_07G068600	0.321662
TD	old	Pbre1_08G205800	Pbre1_08G206000	0.331765
TD	young	Pbre1_06G355800	Pbre1_06G356000	0.0577249
TD	young	Pbre1_09G183800	Pbre1_09G184000	0.0357869
TRD	young	Pbre1_07G179600	Pbre1_10G218200	0.0655495
TD	old	Pbre1_09G137400	Pbre1_09G137600	0.238161
TRD	old	Pbre1_17G008200	Pbre1_15G646400	0.271044
TRD	young	Pbre1_05G535000	Pbre1_03G272000	0.0408771
TRD	young	Pbre1_01G033400	Pbre1_12G068200	0.0479494
PD	old	Pbre1_09G481200	Pbre1_09G482400	0.189665
TRD	old	Pbre1_14G123200	Pbre1_12G120400	0.306
PD	old	Pbre1_04G120400	Pbre1_04G121200	0.230452
TRD	old	Pbre1_07G112600	Pbre1_02G387400	0.15731
PD	young	Pbre1_09G183200	Pbre1_09G183800	0.081369
TRD	young	Pbre1_03G279000	Pbre1_01G152400	0.0717863
TD	young	Pbre1_11G168800	Pbre1_11G169000	0.103463
PD	young	Pbre1_17G280200	Pbre1_17G280800	0.0540615
TRD	old	Pbre1_02G470200	Pbre1_05G153800	0.258163
TRD	old	Pbre1_11G076600	Pbre1_11G027400	0.179478
TD	young	Pbre1_04G031800	Pbre1_04G032000	0.0546505
PD	old	Pbre1_02G127000	Pbre1_02G127400	0.151759
TD	young	Pbre1_09G167200	Pbre1_09G167400	0.0747375
TRD	old	Pbre1_16G321400	Pbre1_06G214000	0.281095
TRD	old	Pbre1_16G454400	Pbre1_16G018800	0.321604
TRD	old	Pbre1_11G220400	Pbre1_03G197000	0.143802
TD	young	Pbre1_06G353800	Pbre1_06G354000	0.0289356
TD	old	Pbre1_17G030000	Pbre1_17G030200	0.180196
TD	young	Pbre1_02G381200	Pbre1_02G381400	0.0197944
PD	old	Pbre1_08G376000	Pbre1_08G376400	0.162839
PD	old	Pbre1_07G158200	Pbre1_07G159800	0.145494
TD	old	Pbre1_02G045200	Pbre1_02G045400	0.459566
TRD	old	Pbre1_08G227600	Pbre1_06G109400	0.0322706
TD	young	Pbre1_05G536000	Pbre1_05G536200	0.0784302
TRD	old	Pbre1_16G413400	Pbre1_16G018800	0.349341
TD	old	Pbre1_02G461200	Pbre1_02G461400	0.221899
TD	young	Pbre1_06G253800	Pbre1_06G254000	0.0926192
TD	young	Pbre1_09G281000	Pbre1_09G281200	0.088648
PD	young	Pbre1_02G396600	Pbre1_02G397400	0.0885755
TRD	young	Pbre1_03G257800	Pbre1_05G152400	0.0149635
PD	old	Pbre1_12G307400	Pbre1_12G307800	0.180883
PD	old	Pbre1_14G237200	Pbre1_14G237600	0.209199
PD	young	Pbre1_05G412600	Pbre1_05G413000	0.0601462
TRD	old	Pbre1_08G240800	Pbre1_15G212400	0.177219
PD	young	Pbre1_07G240600	Pbre1_07G241200	0.0103402
TRD	old	Pbre1_17G466000	Pbre1_10G129600	0.129608
TD	young	Pbre1_06G095200	Pbre1_06G095400	0.053308
TD	young	Pbre1_13G396000	Pbre1_13G396200	0.0211362
PD	young	Pbre1_01G195400	Pbre1_01G196000	0.0646303
TD	old	Pbre1_10G425000	Pbre1_10G425200	0.123104
TD	old	Pbre1_11G153400	Pbre1_11G153600	0.148135
TRD	old	Pbre1_15G388000	Pbre1_02G139200	0.392414
TD	young	Pbre1_14G294400	Pbre1_14G294600	0.0616353
PD	old	Pbre1_02G075000	Pbre1_02G075400	0.246769
TRD	old	Pbre1_07G334600	Pbre1_17G382000	0.179401
TRD	old	Pbre1_11G241000	Pbre1_03G220600	0.122058
TRD	old	Pbre1_07G082400	Pbre1_04G166400	0.202449
TD	young	Pbre1_15G714800	Pbre1_15G715000	0.0257738
TRD	old	Pbre1_09G142400	Pbre1_10G034400	0.199821
PD	old	Pbre1_04G065600	Pbre1_04G066200	0.139274
TD	old	Pbre1_11G089000	Pbre1_11G089200	0.167481
TRD	old	Pbre1_12G386400	Pbre1_12G099200	0.160557
TRD	old	Pbre1_11G163000	Pbre1_11G147200	0.144581
PD	old	Pbre1_13G193200	Pbre1_13G193600	0.136293
TRD	old	Pbre1_15G362000	Pbre1_12G104600	0.446669
TD	old	Pbre1_10G056200	Pbre1_10G056400	0.400148
PD	old	Pbre1_07G333000	Pbre1_07G333600	0.313401
TRD	old	Pbre1_09G180800	Pbre1_17G178200	0.128663
TD	young	Pbre1_11G107400	Pbre1_11G107600	0.0635101
PD	old	Pbre1_10G212600	Pbre1_10G213000	0.412422
PD	young	Pbre1_14G212200	Pbre1_14G213200	0.0452337
TRD	young	Pbre1_04G085200	Pbre1_04G088800	0.0250365
PD	young	Pbre1_01G136200	Pbre1_01G136800	0.0524297
TD	old	Pbre1_09G149400	Pbre1_09G149600	0.215869
TRD	old	Pbre1_01G125800	Pbre1_14G054000	0.132837
TRD	old	Pbre1_05G254200	Pbre1_14G413200	0.400147
TRD	old	Pbre1_04G224200	Pbre1_02G031800	0.346153
TRD	old	Pbre1_03G366800	Pbre1_17G107800	0.312852
PD	old	Pbre1_07G163400	Pbre1_07G163800	0.187593
PD	old	Pbre1_08G160000	Pbre1_08G161400	0.0892434
PD	old	Pbre1_03G279200	Pbre1_03G279800	0.17651
TD	old	Pbre1_02G448600	Pbre1_02G448800	0.33417
TD	old	Pbre1_10G025400	Pbre1_10G025600	0.396576
PD	old	Pbre1_01G196200	Pbre1_01G197200	0.445467
TD	old	Pbre1_11G368800	Pbre1_11G369000	0.178076
TRD	old	Pbre1_07G371600	Pbre1_01G293200	0.209913
PD	young	Pbre1_06G031800	Pbre1_06G033000	0.097719
PD	old	Pbre1_15G488600	Pbre1_15G489200	0.119224
PD	young	Pbre1_08G036400	Pbre1_08G036800	0.0102965
PD	old	Pbre1_10G091800	Pbre1_10G092600	0.455249
TRD	old	Pbre1_06G185600	Pbre1_11G450600	0.428849
TD	young	Pbre1_03G121400	Pbre1_03G121600	0.0664658
TRD	old	Pbre1_15G706000	Pbre1_08G346800	0.31156
TD	old	Pbre1_11G359000	Pbre1_11G359200	0.114327
TRD	old	Pbre1_03G291000	Pbre1_11G314200	0.164596
TRD	old	Pbre1_04G055200	Pbre1_04G121200	0.275438
PD	young	Pbre1_17G417200	Pbre1_17G417800	0.0961549
PD	young	Pbre1_04G397000	Pbre1_04G397400	0.0612973
TD	young	Pbre1_15G108800	Pbre1_15G109000	0.0761822
TRD	old	Pbre1_03G457200	Pbre1_11G498600	0.220801
TD	old	Pbre1_12G381600	Pbre1_12G381800	0.344441
TRD	old	Pbre1_06G114600	Pbre1_04G134400	0.252979
TRD	old	Pbre1_10G415400	Pbre1_09G306000	0.351536
PD	young	Pbre1_10G372600	Pbre1_10G373000	0.110202
TRD	old	Pbre1_07G364400	Pbre1_07G358400	0.13326
TD	old	Pbre1_16G032200	Pbre1_16G032400	0.240259
TD	young	Pbre1_02G444000	Pbre1_02G444200	0.0683514
TRD	old	Pbre1_09G481800	Pbre1_03G098800	0.427991
TD	young	Pbre1_07G421200	Pbre1_07G421400	0.105287
TD	young	Pbre1_09G210800	Pbre1_09G211000	0.061411
TD	old	Pbre1_07G062200	Pbre1_07G062400	0.409929
TRD	old	Pbre1_15G295800	Pbre1_04G164000	0.190422
TRD	old	Pbre1_15G682200	Pbre1_08G325400	0.397957
PD	old	Pbre1_08G031400	Pbre1_08G032800	0.144498
TRD	old	Pbre1_05G602000	Pbre1_10G590000	0.0929939
PD	old	Pbre1_09G104200	Pbre1_09G104600	0.131442
TD	old	Pbre1_15G041800	Pbre1_15G042000	0.153544
TRD	old	Pbre1_05G058200	Pbre1_10G058400	0.12268
TD	old	Pbre1_13G220800	Pbre1_13G221000	0.47356
TRD	old	Pbre1_06G379600	Pbre1_04G232800	0.41617
PD	young	Pbre1_14G098600	Pbre1_14G099000	0.0745703
TRD	old	Pbre1_10G211200	Pbre1_05G210000	0.178115
PD	young	Pbre1_12G380000	Pbre1_12G380400	0.0701369
PD	young	Pbre1_10G491600	Pbre1_10G492400	0.0208567
TD	old	Pbre1_02G462000	Pbre1_02G462200	0.36683
TD	old	Pbre1_01G137600	Pbre1_01G137800	0.103368
TD	young	Pbre1_12G256400	Pbre1_12G256600	0.101404
TD	old	Pbre1_05G181400	Pbre1_05G181600	0.172594
PD	young	Pbre1_07G134600	Pbre1_07G135200	0.0495769
TRD	old	Pbre1_05G596000	Pbre1_10G584000	0.0677058
TD	young	Pbre1_04G034400	Pbre1_04G034600	0.0208642
TD	old	Pbre1_17G462200	Pbre1_17G462400	0.262431
TRD	young	Pbre1_17G334600	Pbre1_17G283200	0.102293
TD	old	Pbre1_10G463000	Pbre1_10G463200	0.398357
PD	young	Pbre1_04G016800	Pbre1_04G017200	0.0288009
TD	old	Pbre1_14G354600	Pbre1_14G354800	0.110879
TD	young	Pbre1_17G178600	Pbre1_17G178800	0.0233114
TD	old	Pbre1_10G236600	Pbre1_10G236800	0.175024
TRD	old	Pbre1_08G256400	Pbre1_15G228200	0.187713
TRD	old	Pbre1_05G464000	Pbre1_10G437800	0.381825
TD	old	Pbre1_10G101400	Pbre1_10G101600	0.370193
TD	old	Pbre1_10G562200	Pbre1_10G562400	0.258791
TRD	old	Pbre1_02G127800	Pbre1_07G384800	0.436385
TD	old	Pbre1_11G027600	Pbre1_11G027800	0.208649
TD	young	Pbre1_08G358600	Pbre1_08G358800	0.0714089
PD	old	Pbre1_16G140600	Pbre1_16G141000	0.0750955
TD	old	Pbre1_01G423000	Pbre1_01G423200	0.190114
TD	young	Pbre1_06G041600	Pbre1_06G041800	0.0965185
TD	old	Pbre1_10G153800	Pbre1_10G154000	0.164392
TRD	old	Pbre1_08G286400	Pbre1_15G635600	0.237312
PD	old	Pbre1_15G702400	Pbre1_15G702800	0.162334
TD	old	Pbre1_17G160800	Pbre1_17G161000	0.180224
TRD	old	Pbre1_15G215000	Pbre1_08G242600	0.33215
PD	old	Pbre1_01G426400	Pbre1_01G426800	0.418365
TD	old	Pbre1_13G402200	Pbre1_13G402400	0.379084
TRD	old	Pbre1_07G050000	Pbre1_17G138400	0.272409
TRD	old	Pbre1_12G146200	Pbre1_14G149800	0.114234
TD	old	Pbre1_02G173400	Pbre1_02G173600	0.187674
PD	young	Pbre1_01G431800	Pbre1_01G432400	0.0605319
PD	young	Pbre1_15G744600	Pbre1_15G745200	0.0282147
TD	young	Pbre1_16G149400	Pbre1_16G149600	0.0484752
PD	young	Pbre1_10G365800	Pbre1_10G366800	0.0465775
TRD	old	Pbre1_15G337200	Pbre1_03G472400	0.406956
TD	old	Pbre1_09G042800	Pbre1_09G043000	0.15821
TD	young	Pbre1_17G109600	Pbre1_17G109800	0.0722914
PD	old	Pbre1_04G065200	Pbre1_04G065800	0.261457
TD	old	Pbre1_03G241800	Pbre1_03G242000	0.201145
PD	young	Pbre1_09G113600	Pbre1_09G114200	0.0482557
PD	young	Pbre1_11G123800	Pbre1_11G124200	0.0806104
TD	old	Pbre1_16G182400	Pbre1_16G182600	0.127955
TD	old	Pbre1_16G045200	Pbre1_16G045400	0.309648
TRD	old	Pbre1_16G054200	Pbre1_13G049800	0.270791
PD	old	Pbre1_11G490000	Pbre1_11G490400	0.410899
TRD	old	Pbre1_09G109000	Pbre1_04G056400	0.471328
PD	old	Pbre1_08G137400	Pbre1_08G138800	0.0272618
TRD	old	Pbre1_02G138400	Pbre1_05G075800	0.146015
PD	young	Pbre1_17G296400	Pbre1_17G298000	0.10403
PD	old	Pbre1_02G376200	Pbre1_02G377400	0.059173
PD	old	Pbre1_02G401400	Pbre1_02G402600	0.331814
PD	old	Pbre1_10G491000	Pbre1_10G492000	0.123455
PD	old	Pbre1_04G216000	Pbre1_04G217200	0.0220792
TRD	old	Pbre1_04G091800	Pbre1_10G026000	0.37838
PD	old	Pbre1_12G425400	Pbre1_12G426200	0.185635
PD	old	Pbre1_02G252200	Pbre1_02G252600	0.0823843
TD	old	Pbre1_10G506800	Pbre1_10G507000	0.449725
TD	old	Pbre1_07G236200	Pbre1_07G236400	0.367244
TRD	old	Pbre1_13G455200	Pbre1_04G071200	0.140682
TRD	young	Pbre1_16G510400	Pbre1_01G000200	0.0101785
TD	old	Pbre1_15G149600	Pbre1_15G149800	0.14699
PD	young	Pbre1_17G486400	Pbre1_17G487200	0.0125488
PD	old	Pbre1_04G183200	Pbre1_04G183600	0.323244
TD	old	Pbre1_16G286200	Pbre1_16G286400	0.112929
PD	old	Pbre1_14G159800	Pbre1_14G160600	0.218201
TD	young	Pbre1_16G204800	Pbre1_16G205000	0.0484978
PD	old	Pbre1_11G360200	Pbre1_11G360800	0.195888
TRD	old	Pbre1_04G161800	Pbre1_12G198600	0.230629
PD	old	Pbre1_03G420400	Pbre1_03G420800	0.0379726
PD	young	Pbre1_13G042000	Pbre1_13G042400	0.0331095
TD	old	Pbre1_01G188200	Pbre1_01G188400	0.11863
TD	young	Pbre1_07G026000	Pbre1_07G026200	0.0151727
PD	young	Pbre1_11G123200	Pbre1_11G123600	0.0864507
TRD	young	Pbre1_15G099200	Pbre1_04G411200	0.0623215
PD	young	Pbre1_15G257600	Pbre1_15G258000	0.0507259
TD	old	Pbre1_03G187400	Pbre1_03G187600	0.0375683
TD	old	Pbre1_13G486000	Pbre1_13G486200	0.245787
TD	old	Pbre1_09G324200	Pbre1_09G324400	0.121454
TRD	old	Pbre1_16G371600	Pbre1_15G726000	0.16623
TRD	old	Pbre1_14G320800	Pbre1_14G064000	0.28474
TRD	old	Pbre1_03G000400	Pbre1_16G102400	0.276869
TRD	old	Pbre1_14G308200	Pbre1_06G270800	0.35712
PD	old	Pbre1_07G490800	Pbre1_07G491600	0.0834513
PD	young	Pbre1_02G021200	Pbre1_02G021600	0.0149114
PD	old	Pbre1_07G061800	Pbre1_07G062200	0.357473
TRD	old	Pbre1_01G047200	Pbre1_15G606000	0.212148
TD	old	Pbre1_03G046200	Pbre1_03G046400	0.417345
TRD	old	Pbre1_04G042800	Pbre1_05G250000	0.172148
PD	old	Pbre1_11G195200	Pbre1_11G196000	0.231498
PD	old	Pbre1_05G238800	Pbre1_05G239400	0.265373
TRD	young	Pbre1_15G784600	Pbre1_10G089200	0.0995252
TRD	old	Pbre1_16G313000	Pbre1_04G164000	0.157952
TD	young	Pbre1_09G099000	Pbre1_09G099200	0.0955565
TRD	young	Pbre1_06G096800	Pbre1_08G113800	0.056558
TRD	old	Pbre1_08G353200	Pbre1_12G390200	0.12821
TD	old	Pbre1_13G245400	Pbre1_13G245600	0.295083
PD	old	Pbre1_16G124800	Pbre1_16G125200	0.424393
PD	young	Pbre1_07G135200	Pbre1_07G135600	0.0545727
TD	young	Pbre1_12G292600	Pbre1_12G292800	0.0325194
TD	old	Pbre1_02G454600	Pbre1_02G454800	0.411085
TRD	old	Pbre1_03G478200	Pbre1_11G510800	0.151632
TRD	old	Pbre1_16G435000	Pbre1_01G113600	0.164727
TD	old	Pbre1_09G450200	Pbre1_09G450400	0.248037
TD	old	Pbre1_01G260600	Pbre1_01G260800	0.162537
TD	old	Pbre1_01G409800	Pbre1_01G410000	0.457921
TD	old	Pbre1_09G256800	Pbre1_09G257000	0.18305
TRD	old	Pbre1_06G017800	Pbre1_12G066400	0.439747
TRD	old	Pbre1_10G304000	Pbre1_17G038400	0.0702142
PD	young	Pbre1_01G304600	Pbre1_01G306000	0.0670796
TRD	young	Pbre1_05G468000	Pbre1_13G212800	0.0411338
TD	young	Pbre1_16G410400	Pbre1_16G410600	0.00422852
PD	young	Pbre1_09G194200	Pbre1_09G194600	0.0478685
TD	young	Pbre1_13G272400	Pbre1_13G272600	0.0352086
TRD	old	Pbre1_17G369600	Pbre1_17G320400	0.148739
TRD	old	Pbre1_10G571200	Pbre1_13G412400	0.447512
TRD	old	Pbre1_11G354600	Pbre1_03G329800	0.234644
PD	old	Pbre1_10G072800	Pbre1_10G073200	0.193517
TRD	young	Pbre1_02G379200	Pbre1_02G375600	0.03026
TD	young	Pbre1_10G259800	Pbre1_10G260000	0.0161602
TD	young	Pbre1_14G382800	Pbre1_14G383000	0.0440479
PD	old	Pbre1_11G118600	Pbre1_11G119000	0.0854335
TD	old	Pbre1_15G185800	Pbre1_15G186000	0.0450251
TD	young	Pbre1_13G435600	Pbre1_13G435800	0.0320236
TD	young	Pbre1_10G488400	Pbre1_10G488600	0.0988073
TD	old	Pbre1_07G052200	Pbre1_07G052400	0.291994
TRD	old	Pbre1_01G269400	Pbre1_13G199200	0.390231
TD	old	Pbre1_02G131200	Pbre1_02G131400	0.185308
TRD	old	Pbre1_16G370000	Pbre1_05G244400	0.338122
PD	young	Pbre1_09G232200	Pbre1_09G232600	0.0656067
TD	young	Pbre1_01G350400	Pbre1_01G350600	0.093708
TRD	old	Pbre1_14G131400	Pbre1_12G129000	0.324858
TRD	old	Pbre1_04G085000	Pbre1_06G083600	0.359748
PD	young	Pbre1_08G162000	Pbre1_08G162600	0.10223
TD	old	Pbre1_16G043200	Pbre1_16G043400	0.21838
PD	old	Pbre1_10G026800	Pbre1_10G027800	0.207087
TD	old	Pbre1_05G215000	Pbre1_05G215200	0.217899
PD	old	Pbre1_02G151200	Pbre1_02G151800	0.312024
TRD	old	Pbre1_03G209200	Pbre1_02G255800	0.40759
TD	old	Pbre1_09G406200	Pbre1_09G406400	0.232431
TRD	old	Pbre1_16G381800	Pbre1_13G380400	0.111995
TRD	old	Pbre1_07G472600	Pbre1_16G377400	0.0590955
PD	young	Pbre1_12G286400	Pbre1_12G286800	0.103995
TRD	young	Pbre1_06G153000	Pbre1_02G395400	0.0179257
TRD	old	Pbre1_07G037000	Pbre1_02G469400	0.205736
PD	young	Pbre1_11G112400	Pbre1_11G112800	0.0903428
PD	young	Pbre1_09G313800	Pbre1_09G314600	0.0533871
TD	old	Pbre1_07G059800	Pbre1_07G060000	0.37676
TRD	young	Pbre1_10G122600	Pbre1_10G125600	0.0542257
TRD	old	Pbre1_09G408600	Pbre1_17G418800	0.370632
TRD	old	Pbre1_09G349200	Pbre1_17G359000	0.262359
TRD	old	Pbre1_17G315400	Pbre1_09G325400	0.213804
PD	young	Pbre1_09G209800	Pbre1_09G211000	0.0683309
TD	old	Pbre1_07G404200	Pbre1_07G404400	0.227912
PD	old	Pbre1_11G061200	Pbre1_11G062000	0.256127
TD	old	Pbre1_09G450000	Pbre1_09G450200	0.258572
TRD	young	Pbre1_15G229000	Pbre1_09G034800	0.106091
PD	old	Pbre1_13G453600	Pbre1_13G454600	0.134386
PD	young	Pbre1_10G115000	Pbre1_10G115400	0.0648729
TRD	old	Pbre1_10G380000	Pbre1_10G115000	0.135219
TD	young	Pbre1_01G375400	Pbre1_01G375600	0.0753054
TD	old	Pbre1_10G487200	Pbre1_10G487400	0.201137
TD	old	Pbre1_09G202400	Pbre1_09G202600	0.171261
PD	old	Pbre1_01G236600	Pbre1_01G237000	0.134765
TD	old	Pbre1_13G170600	Pbre1_13G170800	0.274624
TD	old	Pbre1_12G241000	Pbre1_12G241200	0.136573
PD	young	Pbre1_13G277800	Pbre1_13G278200	0.0791353
PD	young	Pbre1_17G390000	Pbre1_17G390600	0.0911038
TRD	old	Pbre1_14G438800	Pbre1_06G401000	0.15448
TD	old	Pbre1_17G404600	Pbre1_17G404800	0.417912
TD	young	Pbre1_10G029600	Pbre1_10G029800	0.07873
TRD	old	Pbre1_04G179400	Pbre1_05G326800	0.454484
TD	old	Pbre1_15G093600	Pbre1_15G093800	0.322214
TRD	old	Pbre1_15G460200	Pbre1_02G121600	0.247071
TRD	old	Pbre1_07G257400	Pbre1_14G145400	0.216359
TRD	old	Pbre1_14G194800	Pbre1_15G180200	0.125499
PD	old	Pbre1_15G086600	Pbre1_15G087800	0.195812
PD	old	Pbre1_02G171400	Pbre1_02G171800	0.313096
TRD	old	Pbre1_01G185600	Pbre1_16G018800	0.268271
PD	old	Pbre1_14G377000	Pbre1_14G377400	0.153954
TRD	young	Pbre1_16G447000	Pbre1_04G362600	0.0610329
TRD	old	Pbre1_11G103000	Pbre1_03G095000	0.230274
PD	old	Pbre1_17G196600	Pbre1_17G197400	0.290859
TD	young	Pbre1_04G077600	Pbre1_04G077800	0.0397134
TRD	old	Pbre1_13G323800	Pbre1_03G297200	0.334064
PD	old	Pbre1_11G190800	Pbre1_11G191200	0.277015
TD	young	Pbre1_07G091600	Pbre1_07G091800	0.0257555
TRD	old	Pbre1_08G249400	Pbre1_03G459800	0.132548
PD	young	Pbre1_08G082200	Pbre1_08G082600	0.0951574
TRD	old	Pbre1_10G265600	Pbre1_10G263600	0.249781
TRD	old	Pbre1_12G117000	Pbre1_14G119200	0.241461
TD	old	Pbre1_01G364800	Pbre1_01G365000	0.12312
TD	young	Pbre1_05G507400	Pbre1_05G507600	0.0515647
TD	old	Pbre1_04G207200	Pbre1_04G207400	0.137286
TRD	old	Pbre1_03G068400	Pbre1_08G102000	0.403926
PD	old	Pbre1_11G191400	Pbre1_11G192000	0.347146
PD	young	Pbre1_17G416000	Pbre1_17G416400	0.048586
TD	old	Pbre1_01G351000	Pbre1_01G351200	0.124294
PD	young	Pbre1_01G327600	Pbre1_01G328000	0.0328944
TRD	old	Pbre1_17G039200	Pbre1_09G039200	0.235871
PD	young	Pbre1_01G305200	Pbre1_01G306200	0.0949126
TRD	old	Pbre1_15G385600	Pbre1_15G404200	0.440245
TD	old	Pbre1_12G091600	Pbre1_12G091800	0.289803
TD	old	Pbre1_17G447400	Pbre1_17G447600	0.167443
TRD	young	Pbre1_08G082000	Pbre1_13G212800	0.0270616
PD	young	Pbre1_02G452000	Pbre1_02G452600	0.00293182
TRD	old	Pbre1_11G461000	Pbre1_11G494000	0.345862
TD	young	Pbre1_15G720800	Pbre1_15G721000	0.0231315
TRD	old	Pbre1_07G232600	Pbre1_11G206200	0.391343
TRD	old	Pbre1_13G144600	Pbre1_16G150800	0.189306
TD	old	Pbre1_10G115400	Pbre1_10G115600	0.229655
PD	old	Pbre1_01G118600	Pbre1_01G119000	0.142987
TRD	old	Pbre1_15G527800	Pbre1_02G288000	0.299213
TRD	old	Pbre1_17G075800	Pbre1_12G014800	0.154271
TRD	young	Pbre1_07G129400	Pbre1_08G201800	0.0922111
TD	young	Pbre1_09G249800	Pbre1_09G250000	0.0967334
TD	young	Pbre1_17G199800	Pbre1_17G200000	0.0285252
TD	old	Pbre1_17G223600	Pbre1_17G223800	0.152459
TRD	old	Pbre1_01G025000	Pbre1_02G337200	0.264892
PD	old	Pbre1_07G000600	Pbre1_07G001000	0.0473641
TRD	old	Pbre1_10G017000	Pbre1_05G018400	0.363418
TD	young	Pbre1_07G143600	Pbre1_07G143800	0.0518585
TRD	old	Pbre1_03G440200	Pbre1_08G256800	0.292729
TRD	old	Pbre1_04G224200	Pbre1_15G286600	0.24876
PD	old	Pbre1_09G078400	Pbre1_09G078800	0.416223
TRD	old	Pbre1_14G354400	Pbre1_06G316400	0.124102
PD	old	Pbre1_01G046200	Pbre1_01G046600	0.375902
PD	young	Pbre1_04G130600	Pbre1_04G131200	0.102704
PD	young	Pbre1_02G420000	Pbre1_02G420400	0.0545584
TD	young	Pbre1_05G073200	Pbre1_05G073400	0.0907742
TD	young	Pbre1_16G148600	Pbre1_16G148800	0.0296456
TRD	old	Pbre1_13G022800	Pbre1_16G021800	0.207174
TRD	old	Pbre1_06G128600	Pbre1_04G118800	0.175701
TD	old	Pbre1_02G190800	Pbre1_02G191000	0.351099
TRD	old	Pbre1_10G160800	Pbre1_05G578400	0.286284
PD	young	Pbre1_10G147800	Pbre1_10G148400	0.105884
