pair	method	Ka	Ks	Ka_Ks	source_file	trajectory	duplication_type
Pbre1_02G320600-Pbre1_16G021200	GMYN	0.0525274	0.592442	0.0886626	Pbre1_02G320600-Pbre1_16G021200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G408400-Pbre1_02G259800	GMYN	0.468804	2.91436	0.16086	Pbre1_12G408400-Pbre1_02G259800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G135400-Pbre1_09G008000	GMYN	0.0659509	0.100883	0.653734	Pbre1_01G135400-Pbre1_09G008000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G022800-Pbre1_09G435000	GMYN	0.268169	0.658186	0.407436	Pbre1_01G022800-Pbre1_09G435000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_02G237200-Pbre1_02G237400	GMYN	0.0673541	0.462535	0.145619	Pbre1_02G237200-Pbre1_02G237400.cds_aln.axt.kaks	Conservation	TD
Pbre1_03G319800-Pbre1_01G092400	GMYN	0.0296289	1.29376	0.0229014	Pbre1_03G319800-Pbre1_01G092400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G446800-Pbre1_04G058800	GMYN	0.0138804	0.128438	0.10807	Pbre1_13G446800-Pbre1_04G058800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G217400-Pbre1_09G217600	GMYN	0.377612	0.625826	0.603382	Pbre1_09G217400-Pbre1_09G217600.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G600000-Pbre1_12G174000	GMYN	0.114977	0.189888	0.605499	Pbre1_15G600000-Pbre1_12G174000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G200400-Pbre1_01G199200	GMYN	0.0476949	0.0633951	0.752343	Pbre1_01G200400-Pbre1_01G199200.cds_aln.axt.kaks	Specialization	PD
Pbre1_14G282600-Pbre1_08G170800	GMYN	0.419951	1.24914	0.336193	Pbre1_14G282600-Pbre1_08G170800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G305600-Pbre1_10G442000	GMYN	0.286942	2.5127	0.114197	Pbre1_16G305600-Pbre1_10G442000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G310200-Pbre1_15G310400	GMYN	0.0311445	0.0408307	0.762772	Pbre1_15G310200-Pbre1_15G310400.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_10G451400-Pbre1_05G478200	GMYN	0.0230233	0.168771	0.136417	Pbre1_10G451400-Pbre1_05G478200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G353000-Pbre1_01G353400	GMYN	0.0592663	0.716769	0.0826854	Pbre1_01G353000-Pbre1_01G353400.cds_aln.axt.kaks	Specialization	PD
Pbre1_05G548800-Pbre1_16G427600	GMYN	0.347115	0.935656	0.370986	Pbre1_05G548800-Pbre1_16G427600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G191200-Pbre1_16G291000	GMYN	0.72244	4.16326	0.173528	Pbre1_10G191200-Pbre1_16G291000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_03G460600-Pbre1_03G460800	GMYN	0.0517363	0.0440342	1.17491	Pbre1_03G460600-Pbre1_03G460800.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G420400-Pbre1_10G563200	GMYN	0.339529	1.5989	0.212351	Pbre1_09G420400-Pbre1_10G563200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G180800-Pbre1_07G448600	GMYN	0.23845	1.23156	0.193617	Pbre1_13G180800-Pbre1_07G448600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_02G373200-Pbre1_14G221800	GMYN	0.0852436	0.167369	0.509316	Pbre1_02G373200-Pbre1_14G221800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_14G384400-Pbre1_06G345600	GMYN	0.0646788	0.163345	0.395964	Pbre1_14G384400-Pbre1_06G345600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G190000-Pbre1_06G148200	GMYN	0.0713635	0.151285	0.471715	Pbre1_14G190000-Pbre1_06G148200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_04G348000-Pbre1_04G348200	GMYN	0.0323252	0.0564204	0.572936	Pbre1_04G348000-Pbre1_04G348200.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G209600-Pbre1_10G209800	GMYN	0.0233533	0.13033	0.179186	Pbre1_10G209600-Pbre1_10G209800.cds_aln.axt.kaks	Conservation	TD
Pbre1_10G028400-Pbre1_02G383600	GMYN	0.341404	0.564875	0.604389	Pbre1_10G028400-Pbre1_02G383600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G219800-Pbre1_08G220000	GMYN	0.34091	1.36581	0.249604	Pbre1_08G219800-Pbre1_08G220000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_04G345800-Pbre1_04G357600	GMYN	0.140416	0.206506	0.679961	Pbre1_04G345800-Pbre1_04G357600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_12G167000-Pbre1_10G514200	GMYN	0.15165	0.279559	0.542462	Pbre1_12G167000-Pbre1_10G514200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G507400-Pbre1_02G507600	GMYN	0.0564626	0.67403	0.0837687	Pbre1_02G507400-Pbre1_02G507600.cds_aln.axt.kaks	Specialization	TD
Pbre1_03G025600-Pbre1_03G025800	GMYN	0.0545303	0.0924656	0.589736	Pbre1_03G025600-Pbre1_03G025800.cds_aln.axt.kaks	Specialization	TD
Pbre1_10G282400-Pbre1_07G403000	GMYN	0.166725	0.256099	0.651018	Pbre1_10G282400-Pbre1_07G403000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G184000-Pbre1_12G219200	GMYN	0.0838399	0.135648	0.618068	Pbre1_04G184000-Pbre1_12G219200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G091800-Pbre1_16G009800	GMYN	0.0743625	0.976042	0.0761878	Pbre1_09G091800-Pbre1_16G009800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G202600-Pbre1_15G202800	GMYN	0.00657771	0.0926651	0.0709837	Pbre1_15G202600-Pbre1_15G202800.cds_aln.axt.kaks	Conservation	TD
Pbre1_06G004400-Pbre1_03G209800	GMYN	0.154005	3.63426	0.0423758	Pbre1_06G004400-Pbre1_03G209800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G068400-Pbre1_07G068600	GMYN	0.145518	0.321662	0.452396	Pbre1_07G068400-Pbre1_07G068600.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_07G179600-Pbre1_10G218200	GMYN	0.0246215	0.0655495	0.375617	Pbre1_07G179600-Pbre1_10G218200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G168800-Pbre1_11G169000	GMYN	0.0503911	0.103463	0.487044	Pbre1_11G168800-Pbre1_11G169000.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G167200-Pbre1_09G167400	GMYN	0.0226915	0.0747375	0.303616	Pbre1_09G167200-Pbre1_09G167400.cds_aln.axt.kaks	Conservation	TD
Pbre1_16G454400-Pbre1_16G018800	GMYN	0.105258	0.321604	0.327292	Pbre1_16G454400-Pbre1_16G018800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_11G220400-Pbre1_03G197000	GMYN	0.0704915	0.143802	0.490197	Pbre1_11G220400-Pbre1_03G197000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_17G030000-Pbre1_17G030200	GMYN	0.108112	0.180196	0.599971	Pbre1_17G030000-Pbre1_17G030200.cds_aln.axt.kaks	Conservation	TD
Pbre1_06G049400-Pbre1_15G067400	GMYN	0.292902	0.829319	0.353184	Pbre1_06G049400-Pbre1_15G067400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_08G227600-Pbre1_06G109400	GMYN	0.0146339	0.0322706	0.453475	Pbre1_08G227600-Pbre1_06G109400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G536000-Pbre1_05G536200	GMYN	0.0533403	0.0784302	0.680099	Pbre1_05G536000-Pbre1_05G536200.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_03G304000-Pbre1_08G245600	GMYN	0.0890589	2.15934	0.0412435	Pbre1_03G304000-Pbre1_08G245600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G307400-Pbre1_12G307800	GMYN	0.060882	0.180883	0.336582	Pbre1_12G307400-Pbre1_12G307800.cds_aln.axt.kaks	Specialization	PD
Pbre1_07G082400-Pbre1_04G166400	GMYN	0.123385	0.202449	0.609462	Pbre1_07G082400-Pbre1_04G166400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_15G714800-Pbre1_15G715000	GMYN	0.0248571	0.0257738	0.964433	Pbre1_15G714800-Pbre1_15G715000.cds_aln.axt.kaks	Specialization	TD
Pbre1_09G142400-Pbre1_10G034400	GMYN	0.0792134	0.199821	0.396423	Pbre1_09G142400-Pbre1_10G034400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G386400-Pbre1_12G099200	GMYN	0.133402	0.160557	0.83087	Pbre1_12G386400-Pbre1_12G099200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G333000-Pbre1_07G333600	GMYN	0.0696798	0.313401	0.222334	Pbre1_07G333000-Pbre1_07G333600.cds_aln.axt.kaks	Specialization	PD
Pbre1_09G180800-Pbre1_17G178200	GMYN	0.0417017	0.128663	0.324117	Pbre1_09G180800-Pbre1_17G178200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_04G085200-Pbre1_04G088800	GMYN	0.0448245	0.0250365	1.79037	Pbre1_04G085200-Pbre1_04G088800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G366800-Pbre1_17G107800	GMYN	0.266691	0.312852	0.852451	Pbre1_03G366800-Pbre1_17G107800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_17G244400-Pbre1_17G244600	GMYN	0.0482703	0.619831	0.0778765	Pbre1_17G244400-Pbre1_17G244600.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G674000-Pbre1_14G355200	GMYN	0.265207	2.17912	0.121704	Pbre1_15G674000-Pbre1_14G355200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_03G279200-Pbre1_03G279800	GMYN	0.105835	0.17651	0.5996	Pbre1_03G279200-Pbre1_03G279800.cds_aln.axt.kaks	Conservation	PD
Pbre1_11G368800-Pbre1_11G369000	GMYN	0.0940635	0.178076	0.528221	Pbre1_11G368800-Pbre1_11G369000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_13G396400-Pbre1_02G179600	GMYN	0.1723	2.7562	0.0625134	Pbre1_13G396400-Pbre1_02G179600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G291000-Pbre1_11G314200	GMYN	0.0643305	0.164596	0.390839	Pbre1_03G291000-Pbre1_11G314200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G457200-Pbre1_11G498600	GMYN	0.0624951	0.220801	0.283039	Pbre1_03G457200-Pbre1_11G498600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G442800-Pbre1_07G448200	GMYN	0.175466	1.02293	0.171532	Pbre1_07G442800-Pbre1_07G448200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_06G114600-Pbre1_04G134400	GMYN	0.033102	0.252979	0.130849	Pbre1_06G114600-Pbre1_04G134400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G671000-Pbre1_04G223200	GMYN	0.153207	0.750831	0.20405	Pbre1_15G671000-Pbre1_04G223200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_10G415400-Pbre1_09G306000	GMYN	0.333612	0.351536	0.949012	Pbre1_10G415400-Pbre1_09G306000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G054400-Pbre1_07G145600	GMYN	0.285288	0.480767	0.593402	Pbre1_05G054400-Pbre1_07G145600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_10G211200-Pbre1_05G210000	GMYN	0.0463569	0.178115	0.260264	Pbre1_10G211200-Pbre1_05G210000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G134600-Pbre1_07G135200	GMYN	0.0267304	0.0495769	0.539172	Pbre1_07G134600-Pbre1_07G135200.cds_aln.axt.kaks	Specialization	PD
Pbre1_05G596000-Pbre1_10G584000	GMYN	0.0374512	0.0677058	0.553146	Pbre1_05G596000-Pbre1_10G584000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_17G334600-Pbre1_17G283200	GMYN	0.0448676	0.102293	0.438618	Pbre1_17G334600-Pbre1_17G283200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_14G354600-Pbre1_14G354800	GMYN	0.0746868	0.110879	0.673586	Pbre1_14G354600-Pbre1_14G354800.cds_aln.axt.kaks	Specialization	TD
Pbre1_16G194000-Pbre1_13G186800	GMYN	0.391269	1.25464	0.311858	Pbre1_16G194000-Pbre1_13G186800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G017600-Pbre1_13G229400	GMYN	0.334781	0.864664	0.387181	Pbre1_09G017600-Pbre1_13G229400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_06G041600-Pbre1_06G041800	GMYN	0.0241977	0.0965185	0.250705	Pbre1_06G041600-Pbre1_06G041800.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G215000-Pbre1_08G242600	GMYN	0.102537	0.33215	0.308706	Pbre1_15G215000-Pbre1_08G242600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G426400-Pbre1_01G426800	GMYN	0.228398	0.418365	0.54593	Pbre1_01G426400-Pbre1_01G426800.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_01G431800-Pbre1_01G432400	GMYN	0.0213938	0.0605319	0.353429	Pbre1_01G431800-Pbre1_01G432400.cds_aln.axt.kaks	Conservation	PD
Pbre1_15G744600-Pbre1_15G745200	GMYN	0.0367946	0.0282147	1.30409	Pbre1_15G744600-Pbre1_15G745200.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_16G149400-Pbre1_16G149600	GMYN	0.0309297	0.0484752	0.638052	Pbre1_16G149400-Pbre1_16G149600.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G337200-Pbre1_03G472400	GMYN	0.226157	0.406956	0.555727	Pbre1_15G337200-Pbre1_03G472400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G570800-Pbre1_13G412400	GMYN	0.262019	1.175	0.222994	Pbre1_10G570800-Pbre1_13G412400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G320200-Pbre1_11G384600	GMYN	0.368484	1.49114	0.247115	Pbre1_15G320200-Pbre1_11G384600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G109000-Pbre1_04G056400	GMYN	0.0479764	0.471328	0.10179	Pbre1_09G109000-Pbre1_04G056400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_08G321800-Pbre1_14G059000	GMYN	0.0113277	1.22015	0.00928382	Pbre1_08G321800-Pbre1_14G059000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_02G138400-Pbre1_05G075800	GMYN	0.0918434	0.146015	0.628998	Pbre1_02G138400-Pbre1_05G075800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_01G108000-Pbre1_01G108200	GMYN	0.126801	0.65062	0.194893	Pbre1_01G108000-Pbre1_01G108200.cds_aln.axt.kaks	Specialization	TD
Pbre1_01G029200-Pbre1_12G210600	GMYN	0.315029	0.889754	0.354063	Pbre1_01G029200-Pbre1_12G210600.cds_aln.axt.kaks	Conservation	TRD
Pbre1_09G399000-Pbre1_09G399400	GMYN	0.288784	0.495162	0.583211	Pbre1_09G399000-Pbre1_09G399400.cds_aln.axt.kaks	Specialization	PD
Pbre1_05G245000-Pbre1_17G499000	GMYN	0.10982	1.06708	0.102916	Pbre1_05G245000-Pbre1_17G499000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G339400-Pbre1_10G259200	GMYN	0.225864	2.00065	0.112895	Pbre1_03G339400-Pbre1_10G259200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G286200-Pbre1_16G286400	GMYN	0.0218762	0.112929	0.193717	Pbre1_16G286200-Pbre1_16G286400.cds_aln.axt.kaks	Specialization	TD
Pbre1_02G162400-Pbre1_02G162600	GMYN	0.208614	0.639902	0.326009	Pbre1_02G162400-Pbre1_02G162600.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G027600-Pbre1_06G363800	GMYN	0.374099	0.668113	0.559934	Pbre1_15G027600-Pbre1_06G363800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G486000-Pbre1_13G486200	GMYN	0.00483598	0.245787	0.0196755	Pbre1_13G486000-Pbre1_13G486200.cds_aln.axt.kaks	Specialization	TD
Pbre1_01G047200-Pbre1_15G606000	GMYN	0.051787	0.212148	0.244108	Pbre1_01G047200-Pbre1_15G606000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G059200-Pbre1_12G224000	GMYN	0.319589	1.22646	0.260578	Pbre1_04G059200-Pbre1_12G224000.cds_aln.axt.kaks	Neofunctionalization(Parent)	TRD
Pbre1_04G306800-Pbre1_15G067400	GMYN	0.240501	0.785344	0.306237	Pbre1_04G306800-Pbre1_15G067400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G341600-Pbre1_12G341800	GMYN	0.546411	1.40801	0.388073	Pbre1_12G341600-Pbre1_12G341800.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_06G017800-Pbre1_12G066400	GMYN	0.228846	0.439747	0.520405	Pbre1_06G017800-Pbre1_12G066400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G272400-Pbre1_13G272600	GMYN	0.0366519	0.0352086	1.04099	Pbre1_13G272400-Pbre1_13G272600.cds_aln.axt.kaks	Conservation	TD
Pbre1_10G571200-Pbre1_13G412400	GMYN	0.130687	0.447512	0.292029	Pbre1_10G571200-Pbre1_13G412400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G072800-Pbre1_10G073200	GMYN	0.0661436	0.193517	0.341797	Pbre1_10G072800-Pbre1_10G073200.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_13G435600-Pbre1_13G435800	GMYN	0.0162584	0.0320236	0.5077	Pbre1_13G435600-Pbre1_13G435800.cds_aln.axt.kaks	Neofunctionalization(Parent)	TD
Pbre1_06G164600-Pbre1_09G204200	GMYN	0.222785	0.483527	0.46075	Pbre1_06G164600-Pbre1_09G204200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_09G232200-Pbre1_09G232600	GMYN	0.0693653	0.0656067	1.05729	Pbre1_09G232200-Pbre1_09G232600.cds_aln.axt.kaks	Specialization	PD
Pbre1_01G350400-Pbre1_01G350600	GMYN	0.114264	0.093708	1.21936	Pbre1_01G350400-Pbre1_01G350600.cds_aln.axt.kaks	Specialization	TD
Pbre1_14G131400-Pbre1_12G129000	GMYN	0.0837563	0.324858	0.257825	Pbre1_14G131400-Pbre1_12G129000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_04G085000-Pbre1_06G083600	GMYN	0.155356	0.359748	0.431846	Pbre1_04G085000-Pbre1_06G083600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_03G209200-Pbre1_02G255800	GMYN	0.314963	0.40759	0.772747	Pbre1_03G209200-Pbre1_02G255800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_16G381800-Pbre1_13G380400	GMYN	0.0537361	0.111995	0.47981	Pbre1_16G381800-Pbre1_13G380400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G472600-Pbre1_16G377400	GMYN	0.0164013	0.0590955	0.277538	Pbre1_07G472600-Pbre1_16G377400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G080400-Pbre1_01G389000	GMYN	0.442782	0.665926	0.664911	Pbre1_03G080400-Pbre1_01G389000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_09G349200-Pbre1_17G359000	GMYN	0.102642	0.262359	0.391226	Pbre1_09G349200-Pbre1_17G359000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_17G315400-Pbre1_09G325400	GMYN	0.0960764	0.213804	0.449366	Pbre1_17G315400-Pbre1_09G325400.cds_aln.axt.kaks	Specialization	TRD
Pbre1_05G436600-Pbre1_16G015000	GMYN	0.143743	1.2819	0.112133	Pbre1_05G436600-Pbre1_16G015000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G404200-Pbre1_07G404400	GMYN	0.123604	0.227912	0.542335	Pbre1_07G404200-Pbre1_07G404400.cds_aln.axt.kaks	Specialization	TD
Pbre1_15G229000-Pbre1_09G034800	GMYN	0.0279447	0.106091	0.263404	Pbre1_15G229000-Pbre1_09G034800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G331800-Pbre1_10G300600	GMYN	0.413728	1.29328	0.319905	Pbre1_05G331800-Pbre1_10G300600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G170600-Pbre1_13G170800	GMYN	0.130328	0.274624	0.47457	Pbre1_13G170600-Pbre1_13G170800.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_06G378800-Pbre1_14G354600	GMYN	0.159123	0.651538	0.244227	Pbre1_06G378800-Pbre1_14G354600.cds_aln.axt.kaks	Specialization	TRD
Pbre1_13G277800-Pbre1_13G278200	GMYN	0.0622723	0.0791353	0.78691	Pbre1_13G277800-Pbre1_13G278200.cds_aln.axt.kaks	Specialization	PD
Pbre1_17G404600-Pbre1_17G404800	GMYN	0.240827	0.417912	0.576262	Pbre1_17G404600-Pbre1_17G404800.cds_aln.axt.kaks	Conservation	TD
Pbre1_15G460200-Pbre1_02G121600	GMYN	0.131775	0.247071	0.53335	Pbre1_15G460200-Pbre1_02G121600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_07G257400-Pbre1_14G145400	GMYN	0.0518921	0.216359	0.239843	Pbre1_07G257400-Pbre1_14G145400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_01G185600-Pbre1_16G018800	GMYN	0.0791233	0.268271	0.294938	Pbre1_01G185600-Pbre1_16G018800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G377000-Pbre1_14G377400	GMYN	0.0584882	0.153954	0.379907	Pbre1_14G377000-Pbre1_14G377400.cds_aln.axt.kaks	Specialization	PD
Pbre1_11G103000-Pbre1_03G095000	GMYN	0.110453	0.230274	0.47966	Pbre1_11G103000-Pbre1_03G095000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G061400-Pbre1_11G062200	GMYN	0.103412	0.607905	0.170112	Pbre1_11G061400-Pbre1_11G062200.cds_aln.axt.kaks	Neofunctionalization(Parent)	PD
Pbre1_14G021200-Pbre1_12G338800	GMYN	0.0181816	0.580003	0.0313474	Pbre1_14G021200-Pbre1_12G338800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G221800-Pbre1_05G222000	GMYN	0.375588	0.975999	0.384824	Pbre1_05G221800-Pbre1_05G222000.cds_aln.axt.kaks	Specialization	TD
Pbre1_12G117000-Pbre1_14G119200	GMYN	0.130413	0.241461	0.540101	Pbre1_12G117000-Pbre1_14G119200.cds_aln.axt.kaks	Specialization	TRD
Pbre1_01G364800-Pbre1_01G365000	GMYN	0.0720761	0.12312	0.585414	Pbre1_01G364800-Pbre1_01G365000.cds_aln.axt.kaks	Specialization	TD
Pbre1_03G068400-Pbre1_08G102000	GMYN	0.151454	0.403926	0.374954	Pbre1_03G068400-Pbre1_08G102000.cds_aln.axt.kaks	Specialization	TRD
Pbre1_15G385600-Pbre1_15G404200	GMYN	0.18847	0.440245	0.428103	Pbre1_15G385600-Pbre1_15G404200.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G192600-Pbre1_11G226400	GMYN	0.253035	0.565976	0.447078	Pbre1_03G192600-Pbre1_11G226400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_10G080800-Pbre1_13G322200	GMYN	0.208093	1.13166	0.183882	Pbre1_10G080800-Pbre1_13G322200.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_11G461000-Pbre1_11G494000	GMYN	0.235628	0.345862	0.681278	Pbre1_11G461000-Pbre1_11G494000.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_15G527800-Pbre1_02G288000	GMYN	0.0342798	0.299213	0.114566	Pbre1_15G527800-Pbre1_02G288000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_03G440200-Pbre1_08G256800	GMYN	0.0491437	0.292729	0.167881	Pbre1_03G440200-Pbre1_08G256800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_12G388000-Pbre1_12G388400	GMYN	0.390045	0.738362	0.528257	Pbre1_12G388000-Pbre1_12G388400.cds_aln.axt.kaks	Neofunctionalization(Child)	PD
Pbre1_05G073200-Pbre1_05G073400	GMYN	0.0876086	0.0907742	0.965126	Pbre1_05G073200-Pbre1_05G073400.cds_aln.axt.kaks	Specialization	TD
Pbre1_11G226400-Pbre1_11G226600	GMYN	0.300175	2.39345	0.125415	Pbre1_11G226400-Pbre1_11G226600.cds_aln.axt.kaks	Neofunctionalization(Child)	TD
Pbre1_02G190800-Pbre1_02G191000	GMYN	0.0816983	0.351099	0.232693	Pbre1_02G190800-Pbre1_02G191000.cds_aln.axt.kaks	Specialization	TD
Pbre1_08G171400-Pbre1_13G402800	GMYN	0.0373824	0.0259838	1.43868	Pbre1_08G171400-Pbre1_13G402800.cds_aln.axt.kaks	Specialization	TRD
Pbre1_15G761800-Pbre1_15G650000	GMYN	0.0151333	1.41444	0.0106991	Pbre1_15G761800-Pbre1_15G650000.cds_aln.axt.kaks	Conservation	TRD
Pbre1_07G186800-Pbre1_07G187400	GMYN	0.0126665	0.100162	0.12646	Pbre1_07G186800-Pbre1_07G187400.cds_aln.axt.kaks	Conservation	PD
Pbre1_04G361200-Pbre1_11G205600	GMYN	0.172719	0.357188	0.483552	Pbre1_04G361200-Pbre1_11G205600.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_13G188400-Pbre1_04G355400	GMYN	0.273186	0.709076	0.38527	Pbre1_13G188400-Pbre1_04G355400.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
Pbre1_03G143600-Pbre1_09G491800	GMYN	0.210397	0.516914	0.407025	Pbre1_03G143600-Pbre1_09G491800.cds_aln.axt.kaks	Conservation	TRD
Pbre1_05G126200-Pbre1_05G126400	GMYN	0.0104325	0.0362982	0.287411	Pbre1_05G126200-Pbre1_05G126400.cds_aln.axt.kaks	Conservation	TD
Pbre1_14G311000-Pbre1_14G311200	GMYN	0.0164083	0.0444943	0.368773	Pbre1_14G311000-Pbre1_14G311200.cds_aln.axt.kaks	Specialization	TD
Pbre1_17G448400-Pbre1_09G438400	GMYN	0.0756912	0.350702	0.215828	Pbre1_17G448400-Pbre1_09G438400.cds_aln.axt.kaks	Conservation	TRD
Pbre1_14G332000-Pbre1_05G592800	GMYN	0.180838	0.879486	0.205618	Pbre1_14G332000-Pbre1_05G592800.cds_aln.axt.kaks	Neofunctionalization(Child)	TRD
